,Rs
256.3974609375,1408.97043495725
255.907447814941,1409.11056255988
255.394104003906,1408.40430700914
254.894248962402,1408.67042848983
254.401397705078,1409.14839480303
253.908851623535,1409.1133750737
253.397300720215,1409.40159220224
252.908096313477,1409.65263621204
252.403297424316,1409.62822239368
251.895698547363,1409.65510792858
251.393699645996,1409.53820697137
250.895805358887,1409.34209498913
250.403297424316,1409.99026894623
249.891448974609,1410.04165069004
249.411697387695,1409.89472961196
248.902648925781,1409.89121303342
248.388305664063,1410.33799077793
247.901550292969,1410.50264080465
247.409248352051,1410.12679008973
246.898300170898,1410.19685201854
246.393402099609,1410.17229588922
245.882255554199,1410.2995630758
245.396499633789,1409.86567196252
244.91145324707,1409.92870073426
244.388000488281,1410.08678947708
243.891845703125,1410.26888757554
243.398002624512,1410.92939390017
242.906303405762,1411.05201725567
242.393699645996,1410.63059707584
241.883644104004,1411.00184889999
241.398101806641,1410.83496309331
240.898345947266,1410.8629833708
240.407051086426,1410.61790518592
239.910598754883,1410.70662482956
239.406204223633,1410.93006800468
238.897453308105,1410.82734571234
238.390403747559,1411.48351529794
237.911399841309,1411.59096755694
237.400253295898,1410.68140957584
236.906005859375,1410.78414310326
236.389945983887,1410.68780607864
235.902450561523,1410.81971709629
235.400703430176,1410.49774980192
234.90975189209,1410.6028089899
234.39380645752,1411.11222227852
233.884254455566,1411.12738588499
233.412399291992,1411.02465984762
232.888496398926,1411.02349888985
232.395355224609,1411.48181131154
231.891448974609,1411.50051771171
231.397750854492,1411.14958639354
230.893898010254,1411.18928365916
230.400352478027,1411.45437151294
229.892250061035,1411.50225540334
229.406700134277,1410.93943056733
228.895904541016,1410.98028879072
228.393699645996,1411.37844487489
227.898551940918,1411.13908159825
227.408554077148,1410.4422560206
226.88794708252,1410.60684238189
226.40454864502,1411.14491634729
225.891700744629,1411.02934861899
225.407997131348,1411.15776927329
224.896003723145,1411.01646947782
224.396347045898,1411.36440852097
223.879249572754,1411.39127533074
223.40119934082,1410.9184284668
222.901496887207,1410.91140279979
222.390602111816,1410.98495134692
221.897804260254,1410.8611745237
221.393898010254,1410.94927998323
220.882545471191,1411.07188461361
220.41015625,1410.7980184211
219.894599914551,1410.92828162773
219.389602661133,1410.50810105119
218.897850036621,1410.50459570773
218.391799926758,1410.48304683354
217.904747009277,1410.1562110066
217.397994995117,1410.46109724167
216.904251098633,1410.12401502617
216.383850097656,1410.50131506578
215.911750793457,1410.41506339365
215.401649475098,1410.15378797538
214.894752502441,1410.01476890017
214.384643554688,1409.76181118256
213.896354675293,1409.75984878943
213.394401550293,1409.60573726323
212.908554077148,1409.56321624871
212.389801025391,1409.6718481906
211.897750854492,1409.74613076264
211.393905639648,1409.37349327922
210.890251159668,1408.96440172188
210.413047790527,1408.73670794332
209.895401000977,1408.85368380104
209.407356262207,1408.91917305425
208.898101806641,1409.05082941019
208.398597717285,1408.46686765275
207.889450073242,1407.89138463204
207.404754638672,1407.94357904629
206.89665222168,1407.92136355764
206.404647827148,1407.87579409272
205.897850036621,1408.00927053084
205.403999328613,1407.64690939619
204.894500732422,1407.31040391454
204.408500671387,1407.30007888045
203.90625,1406.73398838259
203.407752990723,1406.51887788823
202.894302368164,1406.30891680332
202.401702880859,1406.09038335606
201.89624786377,1405.88789734117
201.38655090332,1405.39404088665
200.902000427246,1405.45180789818
200.402801513672,1405.21011147092
199.887702941895,1404.88669859688
199.406044006348,1404.50255639648
198.896354675293,1404.56503839457
198.405555725098,1404.41323005878
197.908843994141,1403.89939389556
197.398254394531,1403.71723962172
196.894500732422,1403.19629540094
196.402854919434,1402.88575792305
195.896102905273,1402.30709163104
195.403251647949,1402.31060820957
194.906799316406,1402.52444539542
194.406402587891,1402.05731718474
193.899749755859,1401.79980177163
193.387649536133,1401.46350601139
192.910697937012,1400.50976047962
192.394996643066,1400.10709164026
191.911201477051,1400.40753627561
191.403251647949,1399.88916114202
190.903945922852,1399.53597157374
190.411949157715,1399.16121440614
189.897048950195,1399.10123782982
189.376098632813,1398.75792014759
188.896598815918,1398.36556885226
188.402496337891,1397.96501220703
187.89794921875,1397.49831467423
187.392105102539,1397.05925542637
186.898246765137,1396.40467373139
186.403350830078,1395.87237459463
185.893249511719,1395.70244033756
185.400146484375,1395.10824342663
184.892700195313,1395.04184038731
184.400955200195,1394.41604295493
183.908256530762,1394.2121151054
183.405647277832,1393.66453252137
182.871047973633,1393.14146112636
182.40299987793,1392.66985386571
181.894798278809,1392.1273383006
181.397201538086,1391.55888843695
180.890197753906,1392.0896184082
180.389450073242,1391.69134997328
179.905349731445,1390.35157474849
179.383651733398,1390.03989878298
178.897300720215,1389.67901693323
178.393394470215,1389.20966417766
177.903945922852,1388.94930254551
177.39665222168,1388.35506443931
176.898300170898,1387.58567900114
176.409194946289,1387.04525690503
175.902496337891,1386.5014530513
175.382102966309,1386.11980503759
174.901298522949,1385.88287602723
174.390846252441,1385.62131973209
173.891548156738,1384.70323432894
173.385398864746,1384.3355252985
172.901947021484,1383.91681277178
172.393547058105,1383.4941454986
171.896347045898,1383.01812285341
171.404396057129,1382.55454492648
170.898696899414,1382.06523493238
170.392196655273,1381.4696411271
169.904251098633,1380.95136710919
169.406150817871,1380.29980015938
168.90495300293,1379.84958073684
168.38134765625,1379.55997794903
167.912948608398,1378.98424026662
167.400505065918,1378.33018287515
166.906295776367,1377.12798489092
166.402397155762,1376.64235251142
165.910705566406,1376.40914231095
165.397850036621,1375.60930232901
164.891746520996,1374.93247518518
164.395202636719,1374.26933985296
163.910697937012,1373.68415347232
163.3916015625,1373.13306928987
162.89769744873,1372.48234871573
162.406150817871,1371.80752890533
161.903999328613,1371.57741584058
161.414352416992,1370.81373407558
160.899444580078,1369.79228972583
160.403846740723,1369.13274587264
159.905197143555,1368.74440924418
159.391899108887,1368.03806006781
158.878601074219,1367.23513418522
158.393096923828,1366.59539402454
157.905403137207,1365.95188262364
157.399749755859,1365.31159943433
156.896057128906,1364.54683910212
156.410552978516,1363.88156910562
155.901252746582,1363.31108943838
155.404151916504,1362.68688364166
154.910705566406,1362.24336781397
154.411003112793,1361.703563647
153.896598815918,1360.96695466815
153.408149719238,1360.5555599204
152.913246154785,1359.25562801721
152.387954711914,1358.35114454507
151.895355224609,1357.78785532595
151.409950256348,1356.9621896512
150.883995056152,1356.49324884839
150.404449462891,1355.76889733656
149.893852233887,1355.47080832197
149.404655456543,1354.84959480027
148.883399963379,1354.25311716907
148.402145385742,1353.52369489331
147.900848388672,1352.83493984467
147.392402648926,1351.59008977005
146.90274810791,1350.90479512456
146.409652709961,1350.16928343805
145.896553039551,1349.36837237894
145.400756835938,1348.35640668761
144.900299072266,1347.81801814011
144.390449523926,1347.45910242851
143.899353027344,1346.56177944428
143.399543762207,1345.5323806613
142.905899047852,1345.14050872918
142.393798828125,1344.98222150004
141.905448913574,1344.14360178361
141.392547607422,1342.86923342147
140.899795532227,1341.98081985186
140.392349243164,1341.34019212025
139.904495239258,1340.67611304172
139.39289855957,1340.06616455539
138.896705627441,1339.1891133918
138.404098510742,1338.3171404822
137.907096862793,1337.64818538104
137.400054931641,1337.0865664431
136.892547607422,1336.40224924915
136.400199890137,1335.2334194382
135.904998779297,1334.39165390072
135.398551940918,1333.84542701577
134.912300109863,1333.07598540223
134.400199890137,1332.02435240548
133.912101745605,1331.29360813587
133.401596069336,1330.45944874429
132.905448913574,1329.8489235241
132.398597717285,1329.28525980248
131.906799316406,1328.72942318323
131.409049987793,1327.53317978884
130.884643554688,1326.91330698611
130.407447814941,1325.94401960035
129.899299621582,1325.20399515865
129.388397216797,1324.78993020803
128.893600463867,1324.07300133586
128.406349182129,1323.1736859983
127.900451660156,1322.39848453623
127.403747558594,1321.83254758439
126.900901794434,1320.95922646577
126.386848449707,1320.18573648014
125.901748657227,1319.68249124779
125.409900665283,1318.2921731648
124.901599884033,1317.66773143149
124.410251617432,1317.50687886018
123.901149749756,1316.62530370633
123.409198760986,1316.0879412957
122.895801544189,1315.21447786612
122.395648956299,1314.81989453586
121.891902923584,1313.94409046562
121.393451690674,1313.11839108564
120.906497955322,1312.33966930001
120.396152496338,1311.45524792711
119.906452178955,1310.55518732956
119.403648376465,1310.18026538086
118.888999938965,1309.29174320552
118.402496337891,1308.91929297336
117.906150817871,1308.06109426592
117.385848999023,1307.47099815743
116.904197692871,1306.82529217184
116.391201019287,1305.83898739221
115.890598297119,1305.23070544203
115.404602050781,1304.41835333137
114.89665222168,1303.57436699403
114.40470123291,1303.22448053785
113.892749786377,1302.59632373968
113.394401550293,1301.62064359615
112.893299102783,1301.06265733251
112.399452209473,1300.64595962928
111.895900726318,1299.86836135116
111.383697509766,1299.45130787054
110.900703430176,1298.80671041237
110.392200469971,1297.89615250958
109.89554977417,1297.23883320128
109.379299163818,1296.77477965618
108.888648986816,1296.18279605506
108.392650604248,1295.45503657042
107.895900726318,1294.85025621868
107.398399353027,1293.92600275925
106.909652709961,1293.3797608942
106.38724899292,1293.12648110444
105.900001525879,1292.97703587946
105.392749786377,1292.49029871757
104.900951385498,1291.9203808041
104.391399383545,1291.0567930056
103.909198760986,1290.61429207971
103.395801544189,1289.81713728073
102.882701873779,1289.41087321731
102.391948699951,1288.9575042287
101.903499603271,1288.57336577333
101.396747589111,1287.97021076246
100.892551422119,1287.31514595924
100.402603149414,1286.70353468179
99.8871002197266,1286.16297401975
99.3953514099121,1285.89748919332
98.8938484191895,1285.33459694686
98.4046974182129,1284.65317465728
97.8789978027344,1284.1558727797
97.3783493041992,1283.68498081884
96.9017524719238,1283.2471948795
96.4021987915039,1282.77350163989
95.8855514526367,1282.41509525169
95.3946533203125,1282.05426583229
94.9042510986328,1281.51486987305
94.3958969116211,1281.26447375258
93.8940505981445,1280.8955176288
93.3976020812988,1280.76094389833
92.8866996765137,1280.09771494048
92.3918495178223,1279.58377391657
91.8986968994141,1279.42964366524
91.3877029418945,1278.94260315632
90.8908500671387,1278.62146725752
90.4091491699219,1278.30949169001
89.9015007019043,1277.86124589567
89.3813514709473,1277.10966056162
88.9028015136719,1276.94622392302
88.4039001464844,1276.85008538473
87.9123992919922,1276.48516639796
87.4036483764648,1275.57858196676
86.8708992004395,1275.34070172004
86.4008483886719,1275.39393725125
85.9039001464844,1275.16924698279
85.4000511169434,1274.58504928877
84.9031982421875,1274.14481035801
84.3825035095215,1273.94702434957
83.8931503295898,1273.46108862305
83.3997497558594,1272.83826848559
82.9038467407227,1272.5495195635
82.4049530029297,1272.25218704396
81.8956489562988,1272.15906699587
81.3941497802734,1271.8223330677
80.9015998840332,1271.58647513451
80.4003982543945,1271.14055500074
79.8973007202148,1270.7617869113
79.3967514038086,1270.46060076098
78.8934020996094,1269.78724900041
78.3909034729004,1269.54318946234
77.9006996154785,1268.91628350254
77.3999481201172,1268.70381325085
76.9020500183105,1268.6402152353
76.3959007263184,1267.76367714015
75.8888473510742,1267.05943641288
75.3922500610352,1266.76571035248
74.8942985534668,1266.41849784419
74.3967514038086,1266.41348325564
73.9132995605469,1266.38925668853
73.40625,1265.98768514151
72.8967018127441,1265.77095679632
72.3881492614746,1264.92579077609
71.8954010009766,1264.49845720169
71.3959999084473,1264.04259777141
70.8979988098145,1263.35482766436
70.3915519714355,1263.0539635862
69.886100769043,1263.05708693709
69.3913497924805,1262.59301841189
68.8883018493652,1262.56755973154
68.4016990661621,1261.91297803656
67.8812026977539,1261.34930682488
67.4028015136719,1260.88578132831
66.8955497741699,1260.75327110665
66.401496887207,1260.08306516712
65.8945007324219,1259.41860784106
65.3989486694336,1258.88393435842
64.9009971618652,1258.89090759508
64.3934516906738,1258.20663908645
63.9050998687744,1257.74397494564
63.3906002044678,1257.23025113318
62.9117488861084,1256.61644527104
62.3987503051758,1256.00937296396
61.9028511047363,1255.67556764538
61.4073009490967,1255.1069492556
60.8889999389648,1254.30058169498
60.4030494689941,1253.77516965931
59.9082508087158,1253.27933208653
59.3815002441406,1252.51460171451
58.8915996551514,1252.20202319797
58.401050567627,1251.65786731187
57.8983993530273,1249.90315829065
57.395299911499,1249.03574682157
56.895450592041,1248.44761685123
56.4030513763428,1247.63039995301
55.896900177002,1247.11670984578
55.4015998840332,1246.30296458579
54.9108009338379,1245.44576580005
54.4179496765137,1244.77675452351
53.904748916626,1243.87572396448
53.390998840332,1242.97089969505
52.8955001831055,1241.43023758107
52.3978004455566,1240.28810979879
51.9022006988525,1239.18848805093
51.3919010162354,1238.08176573555
50.8915500640869,1235.16722994362
50.4044494628906,1233.97070941738
49.892448425293,1233.23458729179
49.3884506225586,1232.15684772535
48.8843002319336,1230.97301908903
48.3811016082764,1229.87657312242
47.8918495178223,1228.36757519531
47.3864002227783,1227.07175532964
46.8964004516602,1225.49956384968
46.4004993438721,1224.25169528486
45.8879985809326,1222.9568341456
45.3936996459961,1221.47551195368
44.8891487121582,1220.54871562224
44.3899993896484,1219.13927169627
43.9007511138916,1217.16505552126
43.4071502685547,1215.55170996094
42.885799407959,1213.65850242298
42.4089488983154,1211.96844002432
41.8947486877441,1210.61396557617
41.4043006896973,1208.75044110683
40.8857498168945,1206.8876656425
40.3878002166748,1205.62316916642
39.9051494598389,1203.00409338149
39.3921012878418,1200.50969697081
38.8909492492676,1198.58578771742
38.3886489868164,1196.21470374687
37.8983001708984,1194.08185954544
37.4000492095947,1191.43468109246
36.9069995880127,1188.31336748692
36.3941993713379,1185.32469517891
35.906400680542,1182.47407198463
35.3978500366211,1179.03891029905
34.8864994049072,1175.28157534272
34.4029006958008,1171.63385352484
33.902400970459,1167.03061477834
33.3972511291504,1162.12320509655
32.8865013122559,1157.1797982339
32.4115505218506,1151.75360146577
31.8976001739502,1145.48262441498
31.381799697876,1138.06268491119
30.8986501693726,1130.85074409917
30.4072494506836,1121.62239940485
29.9035005569458,1110.59620674565
29.4126501083374,1098.54986926039
28.9069004058838,1084.49126989055
28.3936500549316,1067.85920539597
27.896050453186,1049.2446632011
27.4015998840332,1028.57466025759
26.8918991088867,1004.06822368348
26.3880004882813,977.785656544812
25.8822498321533,948.729456437021
25.3954000473022,919.117018992298
24.885950088501,886.976532341723
24.3898496627808,854.574680392283
23.8917999267578,821.642888671875
23.3967008590698,789.550276549141
22.9103002548218,758.668361745006
22.3889503479004,726.549903331828
21.8897504806519,696.751034794646
21.3900499343872,667.830571247605
20.9041996002197,640.645020519328
20.387300491333,612.178575722748
19.8823499679565,585.952526629753
19.3773994445801,559.282231429191
18.8934497833252,534.448927195423
18.3857498168945,508.837476037367
17.907000541687,484.800266760484
17.3824996948242,459.525837897535
16.8870000839233,435.667931057912
16.3835000991821,412.511081674252
15.9022998809814,390.336311745698
15.3845500946045,368.028377152354
14.8950996398926,347.770763260751
14.3905501365662,328.109199131228
13.8860001564026,308.670743933336
13.3822498321533,291.427726349453
12.908549785614,275.497080705751
12.3931999206543,259.426622041523
11.8769497871399,243.493257509627
11.3802499771118,230.021520419138
10.8828001022339,217.23222052002
10.3757500648499,205.329462614239
9.90559959411621,194.933994904141
9.33105039596558,183.75560068152
8.88560009002686,175.600859641598
8.39734983444214,167.17787977744
7.89800000190735,158.850932186486
7.39989995956421,151.809273918872
6.89120006561279,144.359557720832
6.39904999732971,137.524428690784
5.88295006752014,131.178634465631
5.39375019073486,125.069784699062
4.87389993667603,118.720117181742
4.38634991645813,112.616256724807
3.89719998836517,106.647316881288
3.37970006465912,100.53331583275
2.89079999923706,94.7351201079746
2.36779999732971,87.9074743401869
1.97179996967316,82.1946038619707
