T,Rs
26.38215065,88.34302399
25.80770016,73.22213074
25.2024498,58.92299149
24.65709972,47.02281952
24.07794952,36.07641083
23.49575043,26.39162628
22.92000008,18.97170441
22.28810024,12.48831608
21.71904945,8.223165417
21.1015501,4.834762144
20.46919918,2.700093012
19.94064999,1.560252743
19.32485008,0.783022506
18.70580006,0.317659908
18.06489944,0.140386181
17.47649956,0.043443094
16.8984499,0.041157674
16.2673502,0.01143269
15.70170021,0.006859613
15.10160017,-6.10E-04
14.47240019,-0.00487787
13.89975023,0.00731664
13.27950001,-0.007164208
12.67260027,-0.005487482
12.12739992,0.02393151
11.53789997,-0.005487486
10.91729975,0.011127476
10.28434992,-4.57E-04
9.791349888,-0.044967199
9.23514986,-0.021340366
9.98635006,-4.57E-04
9.642849922,0.009908141
9.79554987,0.014938424
9.569149971,0.009755706
9.690400124,-0.018596814
9.518050194,-0.007316498
9.557750225,0.057618872
9.493099689,-0.018596569
9.411599636,0.050759486
9.485549927,0.048930314
9.303499699,-0.031551453
9.381999969,-0.012041188
9.133200169,-0.018137997
9.209499836,0.005029861
9.154150009,-0.01249845
9.088849545,-0.01265094
9.128249645,0.009297966
8.980450153,-0.024540532
9.047999859,-0.001066976
8.859049797,-0.006706731
8.860599995,0.041308238
8.886999607,-0.010975064
8.755899906,0.019053931
8.789099693,0.010975065
8.669350147,-0.001981605
8.706049919,0.014022913
8.567150116,-0.018900674
8.649449825,0.002438796
8.441200256,0.002438795
8.543750286,-0.007621239
8.40844965,-0.008232608
8.383749962,-0.020273997
8.368100166,-0.037804156
8.307300091,-0.021798365
8.284250259,-0.011585146
8.27270031,0.017224695
8.222149849,0.016919728
8.198349953,0.010517671
8.156049728,0.006554489
8.117300034,-0.009145802
8.083549976,-0.005030322
8.037199974,-0.014328774
8.00304985,-0.008536294
7.984599829,0.011584965
7.954100132,0.01798719
7.897550106,-0.010365378
7.865199804,-0.026371497
7.833250046,-0.004268218
7.790999889,-0.001981672
7.755949974,0.012042476
7.715699911,0.001829189
7.68655014,0.004572892
7.660150051,-0.00503018
7.625950098,-0.010365222
7.589799881,-0.001067008
7.557999849,-0.014023661
7.526900053,0.018748963
7.489300013,-0.017072226
7.4614501,-0.005182641
7.430949926,-9.15E-04
7.395800114,-0.007316646
7.369100094,-0.00487776
7.336099863,0.00335346
7.30975008,0.010212812
7.280900002,-0.005335051
7.24819994,0.012652012
7.222000122,-0.011127963
7.195100069,-0.009298711
7.166599989,-0.005030449
7.143750191,0.008993832
7.107899904,-0.005793198
7.079099894,-3.05E-04
7.05250001,0.00518258
7.023649931,0.017986605
7.037800074,0.005639869
7.043450117,0.007469094
7.03249979,-0.040547853
7.056949854,0.016767909
7.054850101,0.034297994
7.042850018,0.023017765
7.039950132,0.028351749
7.042550087,-0.012499259
7.036449909,0.010060382
7.030299902,0.013108981
7.027149916,0.011432254
7.02335,-0.030640241
7.022199869,-0.015396342
7.033949852,0.01371951
7.017750025,0.00457317
7.007149935,0.009756354
7.00454998,0.018750716
6.998650074,0.014329816
6.553650141,0.028812077
5.745549917,0.003811118
5.20175004,-0.002438539
4.50880003,-9.15E-04
3.964050055,1.52E-04
3.316699982,0.003048529
2.751699924,0.005792196
2.400650024,-0.014782024
2.245050073,0.009603739
2.208700061,0.009451289
2.189049959,-0.018140381
2.178550005,0.014634256
2.171599984,-0.004725718
2.166849971,0.005640178
2.163200021,-0.00503043
2.159750104,0.003810932
2.156599998,-3.05E-04
2.153450012,-0.013566793
2.15049994,-0.0060972
2.147500038,-0.001676732
2.144050002,0.010517671
2.141149998,-0.00243888
2.138300061,0.00442047
2.135399938,-0.006554607
2.132050037,-0.013414072
2.129099965,4.57E-04
2.12590003,-0.02088327
2.123399973,-0.004420625
2.121550083,0.012194587
2.119750023,0.015243232
2.117799997,-0.00457297
2.115799904,0.01707242
2.113700032,9.15E-04
2.110700011,0.001981651
2.108350039,-0.002134085
2.105799913,-0.009755817
2.103499889,-0.009450947
2.100900054,-0.008079038
2.098100066,0.017986637
2.095349908,-0.014023481
2.09315002,0.004268016
2.090749979,-0.005182591
2.088200092,-0.015242913
2.086199999,0.010517811
2.083899975,0.007621602
2.081749916,-9.15E-04
2.078999996,-0.004420526
2.076099992,0.011584834
2.073850036,-0.011127644
2.071399927,-0.004115703
2.069200039,0.012499547
2.06704998,-0.00426814
2.064899921,3.05E-04
2.062749982,0.006097165
2.060700059,0.017529353
2.059050083,-0.011279755
2.057399988,-0.014633198
2.053799987,9.15E-04
2.050650001,0.007316571
2.047950029,-0.009907856
