T,Rs
217.8712463,1671.036701
217.3877487,1671.720338
216.8678055,1672.665536
216.3567505,1673.731703
215.8630524,1674.558388
215.3583527,1674.935463
214.873848,1675.977282
214.359848,1677.129184
213.8679047,1677.88904
213.365448,1678.414002
212.8744507,1679.282876
212.3774033,1680.191246
211.8666,1681.242506
211.3702011,1682.225303
210.8621521,1683.112567
210.3564987,1684.107035
209.865448,1684.888968
209.3731003,1686.099225
208.8559494,1687.069848
208.3540497,1687.572393
207.8623505,1688.236119
207.3777542,1689.165326
206.8654022,1690.211048
206.3543015,1690.777526
205.8662491,1691.599717
205.3782501,1692.517428
204.8661499,1693.784963
204.3543015,1694.329948
203.8671494,1694.912276
203.3663483,1695.785282
202.8673553,1696.755185
202.3580475,1697.594636
201.8648529,1698.055315
201.3745956,1698.883903
200.8564453,1700.136541
200.3743973,1701.041235
199.8712006,1701.876958
199.3585968,1702.791468
198.8673019,1703.605581
198.3512039,1704.617532
197.8652496,1705.272695
197.3659973,1706.121938
196.8683014,1707.372592
196.3691483,1708.307693
195.853096,1709.437974
195.3600464,1710.52475
194.8747025,1711.330341
194.3624496,1712.240022
193.8628998,1712.790246
193.371254,1713.900282
192.8599014,1715.083609
192.3551483,1716.067922
191.8596954,1717.476917
191.3619003,1718.337381
190.8689499,1719.366147
190.3780518,1720.337127
189.8738022,1720.737321
189.3472977,1721.829358
188.8648987,1722.874566
188.3756027,1723.796158
187.8711014,1724.136956
187.3646469,1725.10385
186.8476486,1726.735067
186.358902,1727.537989
185.8715973,1728.161101
185.3516464,1729.264312
184.8595505,1729.931702
184.3548965,1730.944349
183.8647995,1731.744983
183.370697,1732.679996
182.8651962,1733.980126
182.3466492,1735.048599
181.8518982,1735.393681
181.3538513,1736.181754
180.8577499,1737.906461
180.3613968,1738.825379
179.8638992,1739.736909
179.3610992,1740.697746
178.8541489,1740.824434
178.350647,1741.767507
177.8498459,1743.64105
177.3511963,1744.434953
176.8619995,1744.972049
176.3565979,1745.720076
175.8609009,1747.10093
175.3547974,1748.030629
174.8560486,1749.321809
174.3527985,1750.23526
173.8594513,1750.848246
173.3528976,1751.904861
172.8525467,1752.580275
172.3510971,1753.743579
171.8461533,1754.849904
171.3576508,1755.733188
170.8637009,1756.051879
170.3494034,1756.940296
169.8588486,1758.608539
169.347702,1759.597698
168.8568497,1760.590633
168.3520966,1761.550627
167.864151,1761.969345
167.3556442,1762.819525
166.8578033,1764.320992
166.3443985,1765.289959
165.8618546,1766.364302
165.3484955,1767.253978
164.8558502,1768.360385
164.343399,1769.422566
163.8698959,1769.604021
163.347496,1770.733348
162.8535995,1771.908944
162.3575974,1772.784783
161.8471451,1773.806649
161.3413467,1774.794608
160.8552017,1775.455331
160.3551025,1776.556254
159.8390503,1777.747898
159.3519516,1778.648267
158.864151,1779.806461
158.3528976,1780.833753
157.8327026,1781.731142
157.3599548,1782.790321
156.8598022,1783.602058
156.3578491,1784.631978
155.8518982,1786.063835
155.3446503,1787.126871
154.8401489,1788.370414
154.3447037,1789.438015
153.8473969,1790.184737
153.354599,1791.208464
152.845253,1792.242557
152.3567505,1793.165899
151.8526993,1794.426404
151.3564987,1795.575426
150.8414993,1796.03504
150.3479996,1797.011574
149.8237457,1798.41597
149.3442993,1799.326494
148.8340988,1800.628408
148.3568497,1801.572096
147.8468475,1802.369522
147.3509979,1803.396158
146.8442459,1804.918913
146.3269958,1806.112869
145.8500519,1806.66616
145.3431015,1807.464687
144.8476028,1808.829738
144.3396988,1809.90705
143.8529434,1811.192231
143.3438034,1812.466912
142.8267059,1813.050521
142.3349991,1814.033061
141.8520966,1814.98098
141.3450012,1816.137389
140.8469543,1817.158816
140.3464966,1818.49239
139.8396988,1819.655336
139.3428497,1820.702048
138.8359985,1821.583377
138.3334961,1822.493053
137.8458023,1823.512015
137.34655,1824.768769
136.8350067,1825.908912
136.3334503,1827.126444
135.8330536,1828.444455
135.3386459,1829.626488
134.8445435,1830.847883
134.354805,1832.06126
133.8294983,1833.235983
133.3478012,1833.937947
132.8429031,1834.986526
132.3427505,1836.830032
131.8278503,1837.981518
131.3449936,1838.568692
130.8462982,1839.668989
130.3415527,1840.655473
129.8460464,1841.91716
129.3409042,1843.044497
128.8298035,1844.38921
128.3398514,1845.098917
127.8409996,1846.115064
127.3449516,1847.652686
126.8384514,1848.887039
126.344101,1850.477502
125.8303528,1851.669293
125.3404503,1851.93166
124.8313484,1853.048093
124.3403969,1854.886237
123.8562508,1855.954599
123.3436508,1856.961622
122.8333511,1858.121912
122.325901,1859.303629
121.8327026,1860.577093
121.3337517,1861.814437
120.8404007,1863.005882
120.3329506,1864.407895
119.8474503,1865.631392
119.3381004,1866.70086
118.8340492,1867.885931
118.3415489,1869.49472
117.8384972,1870.883575
117.3363495,1871.873057
116.8437996,1873.169669
116.3456535,1874.048136
115.8189964,1875.461258
115.3482971,1876.830401
114.8371468,1878.059393
114.3377991,1880.07815
113.8300972,1881.375201
113.3379021,1882.039401
112.8412018,1883.445476
112.3232994,1885.437613
111.8332024,1886.824842
111.334549,1888.03497
110.8276482,1889.216746
110.3418999,1889.83874
109.8227501,1891.157927
109.3308487,1892.551137
108.8424988,1893.950709
108.326252,1894.888432
107.836998,1896.100896
107.3316994,1897.079262
106.8412476,1898.092653
106.3172989,1899.770893
105.8236008,1900.904054
105.3369484,1902.577155
104.8376503,1903.807271
104.3381996,1904.973613
103.826252,1906.29215
103.3382988,1906.874724
102.8288002,1908.384421
102.3344002,1909.947784
101.8283501,1911.347468
101.3407516,1912.107166
100.8267021,1913.447178
100.3312988,1915.390068
99.82254791,1916.889645
99.33805084,1917.47933
98.84054947,1918.717272
98.32509995,1920.058267
97.82719803,1921.319931
97.3342514,1923.49103
96.84379959,1924.858282
96.31840134,1925.700022
95.81840134,1926.940896
95.32015228,1928.210326
94.81980133,1929.522291
94.32474899,1931.238025
93.84000015,1932.558489
93.32820129,1933.204199
92.83515167,1934.472207
92.34160233,1936.291798
91.82360077,1937.5975
91.32989883,1938.711966
90.81930161,1940.054975
90.3315506,1941.642482
89.83110046,1943.00933
89.33100128,1944.19237
88.82600021,1945.645756
88.32389832,1947.276446
87.81985092,1948.604196
87.33004761,1949.882418
86.82530212,1951.159926
86.33010101,1952.858096
85.82419968,1954.189615
85.33634949,1955.207413
84.81915283,1956.590597
84.31499863,1957.727252
83.81450272,1959.189663
83.32350159,1960.771884
82.82265091,1962.253534
82.32144928,1963.666106
81.81409836,1965.202615
81.32769775,1965.750481
80.8260498,1967.486256
80.32714844,1969.158146
79.82130051,1970.833951
79.3266983,1972.442283
78.81665039,1973.944049
78.31880188,1975.08201
77.83194733,1976.623693
77.33430099,1978.841353
76.83359909,1980.479108
76.33840179,1981.102559
75.80644989,1982.509571
75.30999756,1984.290257
74.80680084,1985.838642
74.32245255,1987.07049
73.81590271,1988.577811
73.31914902,1990.125371
72.82419968,1991.542391
72.31470108,1993.374853
71.82155228,1994.9191
71.31484985,1996.547028
70.82344818,1997.88944
70.31444931,1999.198548
69.80780029,2000.762309
69.33164978,2001.962838
68.82104874,2003.339906
68.33364868,2004.913793
67.81055069,2006.516951
67.31040192,2008.096398
66.82645035,2009.361497
66.32049942,2010.77164
65.82060242,2012.582001
65.32265091,2013.954854
64.82514954,2015.260913
64.312603,2016.949507
63.81539917,2018.649269
63.31570053,2019.868364
62.8302002,2021.033529
62.31774902,2022.765752
61.81805038,2024.297134
61.31270027,2025.788774
60.81645012,2027.29421
60.31939888,2028.892657
59.80944824,2030.179904
59.30455017,2031.750759
58.81864929,2033.100873
58.30725098,2034.58909
57.80044937,2036.548257
57.31770134,2037.809933
56.80999947,2038.994319
56.32119942,2040.312277
55.80540085,2041.008791
55.30410004,2042.660933
54.80550003,2044.537403
54.3063488,2045.937596
53.81939888,2052.566157
53.32625008,2054.007731
52.81359863,2055.526763
52.323349,2057.041376
51.81845093,2058.390151
51.30994987,2059.682958
50.81069946,2060.525371
50.32019997,2061.916263
49.81844902,2064.289748
49.3166008,2065.690462
48.81979942,2066.316377
48.32105064,2067.752226
47.8083992,2070.070049
47.31839943,2071.402423
46.80730057,2072.612721
46.30694962,2073.897592
45.8022995,2074.949185
45.32229996,2076.217451
44.79459953,2077.481152
44.31134987,2078.722792
43.81304932,2080.888858
43.31900024,2082.268735
42.80870056,2083.332467
42.30985069,2084.811219
41.80764961,2086.305692
41.30604935,2087.887832
40.80480003,2089.489907
40.30590057,2091.963268
39.79415131,2095.114805
39.31105042,2097.223493
38.81400108,2098.918379
38.3091507,2100.91548
37.82699966,2103.034722
37.32075119,2104.267553
36.79759979,2105.554151
36.3179512,2107.215763
35.79795074,2108.493517
35.31425095,2109.918532
34.8132,2111.183661
34.29814911,2112.737121
33.80750084,2114.776035
33.30954933,2116.287816
32.82105064,2117.820586
32.29724884,2119.555904
31.80955029,2121.93945
31.29850006,2123.637825
30.80884933,2125.381051
30.31665039,2127.050974
29.79664993,2128.249806
29.31274986,2129.976498
28.79405022,2132.778066
28.30835056,2134.978038
27.80544949,2136.652187
27.3010006,2139.205786
26.8043499,2142.150917
26.31045055,2144.789268
25.81739998,2146.808142
25.29970074,2149.878076
24.80439949,2153.008923
24.3050499,2156.258791
23.81194973,2160.444573
23.29874992,2164.167248
22.80414963,2168.257316
22.31069946,2172.492158
21.80219936,2176.430744
21.30490017,2181.372221
20.80925083,2186.690175
20.30790043,2192.285596
19.80224991,2198.500121
19.30900002,2205.05697
18.79990005,2211.949502
18.3185997,2219.25974
17.80459976,2227.145615
17.30169964,2235.839271
16.81000042,2245.493067
16.3088007,2255.633535
15.80229998,2267.731613
15.30644989,2279.429076
14.80940008,2292.278939
14.29935026,2306.245504
13.80334997,2321.207603
13.29199982,2337.726901
12.78709984,2355.181721
12.30880022,2372.671267
11.81564999,2391.813418
11.3052001,2412.868994
10.8104496,2435.133101
10.32275009,2457.849282
9.840399742,2481.411552
8.905849934,2525.794317
8.297499657,2561.21303
7.808150053,2588.330402
7.302950144,2614.962759
6.809399843,2639.9306
6.291800022,2665.754854
5.781900167,2689.578186
5.286249876,2710.775458
4.77974987,2732.16122
4.281149864,2750.435252
3.782800078,2766.472613
3.288349986,2781.090314
2.785000086,2795.262893
2.28034997,2807.329535
1.903050005,2816.238406
